date,corridor,rate,good,closing,fact_decline_3_quotes,fact_weekly_gain_1pct,fact_low_percentile_30d,positive_market_fact,rebound_from_past_min_bps,future_median_change_bps,future_regret_bps,push,push_scenario
2025-07-01,TJS_RUB,7.932,True,0,0,0,0,0,47.28506701356834,168.62077660110833,0.0,True,good_now
2025-07-02,TJS_RUB,7.95848,True,0,0,0,0,0,80.82668433259421,134.78704476231613,0.0,False,
2025-07-03,TJS_RUB,7.97684,False,1,0,0,0,0,104.08288123506178,111.46017721303095,0.0,False,
2025-07-14,TJS_RUB,8.04004,True,0,0,0,0,0,0.0,145.14853159934503,0.0,True,good_now
2025-07-15,TJS_RUB,8.09028,True,0,0,0,0,0,62.48725130720806,82.14796026837057,0.0,False,
2025-07-21,TJS_RUB,8.15674,False,1,0,0,0,0,145.14853159934503,224.32368814011576,8.079208115005759,True,window_closing
2025-07-22,TJS_RUB,8.17511,False,1,0,0,0,0,167.99667663345045,202.01563037072353,30.531699267655227,False,
2025-07-23,TJS_RUB,8.15015,False,1,0,0,0,0,136.95205496490144,233.25951056115613,0.0,False,
2025-07-24,TJS_RUB,8.1857,False,1,0,0,0,0,181.16825289426578,243.76046031494056,0.0,False,
2025-07-25,TJS_RUB,8.22897,False,1,0,0,0,0,171.42793574511688,259.15758594331976,0.0,True,window_closing
2025-08-05,TJS_RUB,8.39712,True,0,0,0,0,0,69.49132827367706,130.00886018063417,0.0,True,good_now
2025-08-06,TJS_RUB,8.46828,False,0,0,1,0,1,154.82356157747202,47.223285011831834,13.78083861185567,False,
2025-08-22,TJS_RUB,8.53067,False,0,1,0,0,1,35.90524873090592,-147.7257941052701,192.1185557523621,True,positive_market_fact
2025-08-26,TJS_RUB,8.44427,True,0,0,1,0,1,-101.28161094029089,-46.91939030845689,91.76636938420867,True,good_now
2025-08-27,TJS_RUB,8.38524,True,0,0,1,1,1,-69.90539146663941,80.96369334688121,22.01487375435796,False,
2025-08-28,TJS_RUB,8.37529,True,0,1,1,1,1,-11.866088507901866,184.63241272839386,10.160842191732288,False,
2025-08-29,TJS_RUB,8.36678,True,0,1,1,1,1,-10.160842191732288,247.99265667317437,0.0,False,
2025-09-01,TJS_RUB,8.40465,True,0,0,1,0,1,45.262335091875066,253.3121545810943,0.0,True,good_now
2025-09-02,TJS_RUB,8.50161,False,1,0,0,0,0,161.1492115246237,136.37416912796536,0.0,False,
2025-09-16,TJS_RUB,8.73089,False,1,0,0,0,0,131.52230042181463,149.90453436018487,0.0,True,window_closing
2025-09-17,TJS_RUB,8.74895,False,1,0,0,0,0,152.47953304593656,128.95261717120255,0.0,False,
2025-09-18,TJS_RUB,8.76614,False,1,0,1,0,1,172.42719798550684,125.67675168318108,0.0,False,
2025-09-19,TJS_RUB,8.81307,False,0,0,1,0,1,132.17829181085474,88.55030085997439,0.0,False,
2025-09-30,TJS_RUB,8.8173,False,0,0,1,0,1,-30.22377807402348,-30.876799020105743,199.6302723055804,True,positive_market_fact
2025-10-02,TJS_RUB,8.68363,True,0,1,1,0,1,-120.69781517499989,101.0867574965753,48.76992686238447,False,
2025-10-03,TJS_RUB,8.64128,True,0,1,1,0,1,-48.76992686238447,150.59111613094288,0.0,False,
2025-10-06,TJS_RUB,8.79043,False,0,0,1,0,1,172.60174418604717,-59.6671607646046,302.49942266760536,True,positive_market_fact
2025-10-10,TJS_RUB,8.74017,False,0,1,0,1,1,114.43906458302567,-2.5056720864703776,246.73433125442654,True,positive_market_fact
2025-10-13,TJS_RUB,8.73798,False,0,1,0,0,1,111.90471781958254,47.4594814819905,244.2898701988326,False,
2025-10-14,TJS_RUB,8.72653,False,0,1,1,1,1,-13.10371504626923,60.642660943124355,231.48949238700786,True,positive_market_fact
2025-10-15,TJS_RUB,8.64383,False,0,1,1,1,1,-94.76848185934259,156.89804172456098,138.02909127088188,False,
2025-10-16,TJS_RUB,8.52452,True,0,1,1,1,1,-138.02909127088188,299.05496145237487,0.0,False,
2025-10-17,TJS_RUB,8.56693,True,0,0,1,1,1,49.750601793413,248.07019550761055,0.0,False,
2025-10-28,TJS_RUB,8.47804,True,0,1,1,1,1,-315.80294042727667,294.52562148798626,0.0,True,good_now
2025-10-29,TJS_RUB,8.58676,False,1,0,1,1,1,128.2371868969714,164.18299801089208,45.581802682268666,False,
2025-10-30,TJS_RUB,8.54762,True,0,0,1,1,1,82.07085599973603,210.72532471027083,0.0,False,
2025-10-31,TJS_RUB,8.66983,False,0,0,1,0,1,226.2197394680837,82.29111758823517,0.0,False,
2025-11-11,TJS_RUB,8.73401,True,0,0,0,0,0,11.760997277545579,10.018307741805796,54.95757389790033,True,good_now
2025-11-21,TJS_RUB,8.69686,False,0,1,0,0,1,12.49135103459423,-253.80999579158393,313.4579606892585,True,positive_market_fact
2025-11-24,TJS_RUB,8.50559,False,0,1,1,1,1,0.0,-95.63122605251262,175.17891175097688,False,
2025-11-25,TJS_RUB,8.49381,False,0,1,1,1,1,-13.849715304875854,-81.89493289819194,203.78369659787563,True,positive_market_fact
2025-11-26,TJS_RUB,8.49798,False,0,0,1,1,1,4.909457593235814,-87.72084660119081,316.08688182368127,False,
2025-11-27,TJS_RUB,8.45844,False,0,0,1,1,1,-41.642089945501894,-66.0996590387814,270.8182596317999,False,
2025-11-28,TJS_RUB,8.42661,False,0,0,1,1,1,-37.63105253450915,-67.75559804001887,234.06802972963118,False,
2025-12-01,TJS_RUB,8.42425,False,0,1,0,1,1,0.0,-100.54307505119333,231.33216606819747,True,positive_market_fact
2025-12-02,TJS_RUB,8.38244,False,0,1,1,1,1,-49.63053090779582,-51.16648613053197,182.60792800187218,False,
2025-12-03,TJS_RUB,8.35659,False,0,1,1,1,1,-30.838276205973614,-20.181676975896888,152.23913103311423,False,
2025-12-04,TJS_RUB,8.42262,False,0,0,0,1,1,79.01548358840098,-98.41949417164803,229.44167016914074,False,
2025-12-05,TJS_RUB,8.32072,False,0,0,1,1,1,-42.924207122762944,93.24313280581596,109.78617235046998,True,positive_market_fact
2025-12-08,TJS_RUB,8.22937,True,0,0,1,1,1,0.0,460.3390052944523,0.0,False,
2025-12-09,TJS_RUB,8.35694,False,1,0,0,0,0,155.0179418351592,318.8009008081928,41.19929064944873,True,window_closing
2025-12-10,TJS_RUB,8.32251,False,1,0,0,0,0,113.17998826155588,371.10198726105637,0.0,False,
2025-12-24,TJS_RUB,8.50515,False,0,0,1,0,1,-91.98390980544326,-78.60531560289981,152.9661440421398,True,positive_market_fact
2025-12-25,TJS_RUB,8.48507,False,0,1,1,0,1,-23.609224998971325,-55.1262393828221,129.66304343983074,False,
2025-12-26,TJS_RUB,8.42066,True,0,1,1,0,1,-75.90980392619097,41.88507789175739,54.164400415169276,False,
2025-12-29,TJS_RUB,8.40162,True,0,1,1,0,1,0.0,64.64229517640761,31.624853302100714,True,good_now
2025-12-30,TJS_RUB,8.37505,True,0,1,1,0,1,-31.624853302100714,96.57255777577508,0.0,False,
2025-12-31,TJS_RUB,8.45593,True,0,0,0,0,0,96.57255777577508,0.0,0.0,False,
2026-01-01,TJS_RUB,8.45593,True,0,0,0,0,0,96.57255777577508,0.0,0.0,False,
2026-01-02,TJS_RUB,8.45593,True,0,0,0,0,0,96.57255777577508,0.0,0.0,True,good_now
2026-01-05,TJS_RUB,8.45593,True,0,0,0,0,0,96.57255777577508,0.0,56.682115391211745,False,
2026-01-06,TJS_RUB,8.45593,True,0,0,0,0,0,96.57255777577508,0.0,60.324529649606575,True,good_now
2026-01-19,TJS_RUB,8.34315,False,0,1,1,1,1,0.0,-237.02078950995846,272.85857260147407,True,positive_market_fact
2026-01-20,TJS_RUB,8.33515,False,0,1,1,1,1,-9.588704506090767,-246.05436014948768,273.7083315837145,False,
2026-01-21,TJS_RUB,8.34465,False,0,0,1,0,1,11.397515341654529,-269.1784556572173,315.3277848681494,False,
2026-01-22,TJS_RUB,8.30068,False,0,0,1,1,1,-41.354984613355086,-223.09015646910737,264.02656167928467,False,
2026-01-23,TJS_RUB,8.13556,True,0,0,1,1,1,-198.923461692295,-24.657184016833604,66.42443789978874,True,good_now
2026-01-26,TJS_RUB,8.1155,True,0,1,1,1,1,0.0,30.065923233318927,41.87049473230417,False,
2026-01-27,TJS_RUB,8.12456,True,0,0,1,1,1,11.16382231532234,42.894630601532526,52.975176501867544,True,good_now
2026-01-28,TJS_RUB,8.18151,False,0,0,1,0,1,81.33818002587464,-27.012128567953848,122.21460341672874,False,
2026-01-29,TJS_RUB,8.15524,True,0,0,1,0,1,48.96802415131332,41.5744968878914,90.39586817800554,False,
2026-01-30,TJS_RUB,8.10701,True,0,0,0,1,1,-10.461462633232836,132.8479920463888,31.441924951370904,False,
2026-02-02,TJS_RUB,8.08152,True,0,1,0,1,1,0.0,168.68113919163667,0.0,True,good_now
2026-02-17,TJS_RUB,8.11121,True,0,1,1,0,1,-74.40030053805663,5.128704595246095,66.09371474786012,True,good_now
2026-02-18,TJS_RUB,8.11554,True,0,0,1,0,1,5.338291081108122,-0.2094746621899384,71.39389369037495,False,
2026-02-19,TJS_RUB,8.0576,True,0,0,1,1,1,-66.09371474786012,71.69628673550393,0.0,False,
2026-02-20,TJS_RUB,8.10316,True,0,0,1,0,1,56.54289118347901,15.068195617511698,43.05727642055785,False,
2026-02-23,TJS_RUB,8.11537,True,0,0,0,0,0,71.69628673550393,9.654519756952867,58.0380192153905,True,good_now
2026-02-24,TJS_RUB,8.11537,True,0,0,0,0,0,71.69628673550393,11.545992357709837,58.0380192153905,False,
2026-02-25,TJS_RUB,8.09736,True,0,0,0,0,0,49.34471803018188,33.81348982878256,35.92528923007012,False,
2026-02-26,TJS_RUB,8.06827,True,0,0,0,1,1,13.2421564733907,75.01608151437688,0.0,False,
2026-02-27,TJS_RUB,8.12167,True,0,0,0,0,0,79.51499205718723,18.456795215761254,26.706330102059727,True,good_now
2026-03-02,TJS_RUB,8.12474,True,0,0,0,0,0,69.9902209519502,115.83139891245824,30.4748213481278,False,
2026-03-03,TJS_RUB,8.09998,True,0,0,0,0,0,39.30210565585974,162.51891979980084,0.0,True,good_now
2026-03-04,TJS_RUB,8.13285,True,0,0,0,0,0,80.04194207680136,145.83448606577096,0.0,False,
2026-03-05,TJS_RUB,8.14047,True,0,0,0,0,0,89.48634589571307,154.69622761339372,0.0,False,
2026-03-06,TJS_RUB,8.16614,False,1,0,0,0,0,121.30233618855138,122.77526469053979,0.0,False,
2026-03-11,TJS_RUB,8.20119,False,1,0,0,0,0,124.9509258047551,231.6432127532717,0.0,True,window_closing
2026-03-12,TJS_RUB,8.23651,False,1,0,0,0,0,168.55597174314067,295.73205156067274,11.873961180161269,False,
2026-03-13,TJS_RUB,8.22673,False,1,0,0,0,0,156.4818678564632,438.53997882512283,0.0,False,
2026-03-26,TJS_RUB,8.46229,False,0,0,1,0,1,140.04088470082834,6.2867143527356095,158.85770872896114,True,positive_market_fact
2026-03-27,TJS_RUB,8.61033,False,0,0,1,0,1,205.54918803211143,-193.68014930902746,328.0594355849311,False,
2026-03-30,TJS_RUB,8.50685,False,0,0,1,0,1,52.657141270271524,-210.4069073746459,363.424769450502,True,positive_market_fact
2026-03-31,TJS_RUB,8.46996,False,0,0,1,0,1,9.063740429601154,-167.76938734067338,367.06194598321616,False,
2026-04-01,TJS_RUB,8.46526,False,0,1,0,0,1,3.5096882758700656,-211.66508766417164,453.1107136697521,False,
2026-04-02,TJS_RUB,8.42187,False,0,1,0,0,1,-47.76484852208945,-224.00606991083797,403.924544073941,False,
2026-04-03,TJS_RUB,8.38,False,0,1,1,0,1,-49.715799460214186,-202.97136038186164,355.97852028639704,True,positive_market_fact
2026-04-06,TJS_RUB,8.32786,False,0,1,1,0,1,0.0,-295.5981488641732,472.88258928464137,False,
2026-04-07,TJS_RUB,8.22213,False,0,1,1,1,1,-126.95938692533188,-170.80732121725137,350.3714974100384,True,positive_market_fact
2026-04-08,TJS_RUB,8.2443,False,0,0,1,0,1,26.96381594550428,-225.7195880790387,376.32060939073153,False,
2026-04-09,TJS_RUB,8.19769,False,0,0,1,1,1,-29.724657722512585,-198.78770726875499,321.60279298192495,False,
2026-04-10,TJS_RUB,8.15906,False,0,0,1,1,1,-47.12303100019578,-152.38274997364954,275.77931771552136,False,
2026-04-13,TJS_RUB,8.08169,False,0,1,1,1,1,0.0,-99.02013069048569,235.33444118742528,True,positive_market_fact
2026-04-14,TJS_RUB,8.01903,False,0,1,1,1,1,-77.53328821075701,-61.46005190154062,159.03419740292907,False,
2026-04-15,TJS_RUB,7.9843,False,0,1,1,1,1,-43.30947758020682,-2.9745876282201245,116.22809764162223,False,
2026-04-16,TJS_RUB,7.93405,True,0,1,1,1,1,-62.936011923399825,94.0377234829636,53.62960908993554,False,
2026-04-17,TJS_RUB,8.02384,False,0,0,1,1,1,113.17044888802039,-18.91862250493415,164.93349817543736,True,positive_market_fact
2026-04-21,TJS_RUB,7.95519,True,0,0,0,1,1,26.644651848677455,-9.823775422083939,80.06094134772425,True,good_now
2026-04-22,TJS_RUB,7.8915,True,0,0,1,1,1,-53.62960908993554,80.89083190774895,0.0,False,
2026-04-23,TJS_RUB,7.94091,True,0,0,0,1,1,62.61167078502181,20.048080131874535,17.076128554535963,False,
2026-04-24,TJS_RUB,7.93053,True,0,0,1,1,1,49.45827789393695,33.16297901905672,4.009820276829424,False,
2026-04-28,TJS_RUB,7.93939,True,0,0,0,1,1,60.68554774124141,21.9664231131103,15.164893020749348,True,good_now
2026-04-29,TJS_RUB,7.92735,True,0,0,0,1,1,45.42862573655191,37.18771089960755,0.0,False,
2026-04-30,TJS_RUB,7.95384,True,0,0,0,0,0,78.99638851929271,3.759190529354994,27.93619182684076,False,
2026-05-01,TJS_RUB,7.95683,True,0,0,0,0,0,82.7852752962052,0.0,31.683471935432074,False,
2026-05-11,TJS_RUB,7.93162,False,0,1,0,0,1,0.0,-134.0331483353964,399.75440074032707,True,positive_market_fact
2026-05-12,TJS_RUB,7.93162,False,0,1,1,0,1,0.0,-136.9833653150301,399.75440074032707,False,
2026-05-13,TJS_RUB,7.8855,False,0,1,1,1,1,-58.147011581491896,-132.0715236827098,343.6053515946992,False,
2026-05-14,TJS_RUB,7.83845,False,0,1,1,1,1,-59.66647644410688,-166.39769342153167,285.6432075218947,False,
2026-05-15,TJS_RUB,7.82063,False,0,1,1,1,1,-22.734086458419082,-187.5424358395683,263.5081828446046,True,positive_market_fact
2026-05-18,TJS_RUB,7.82531,False,0,0,1,1,1,5.984172630593153,-193.41086806784634,269.331183045783,False,
2026-05-19,TJS_RUB,7.74208,False,0,0,1,1,1,-100.43947866092729,-87.9866909151023,164.7231751673959,True,positive_market_fact
2026-05-20,TJS_RUB,7.6422,True,0,0,1,1,1,-129.00925849384112,41.55871345947532,36.18068095574509,False,
2026-05-21,TJS_RUB,7.61455,True,0,1,1,1,1,-36.18068095574509,78.94097484421258,0.0,False,
2026-05-22,TJS_RUB,7.62119,True,0,0,1,1,1,8.720147612137263,71.0781387158699,0.0,False,
2026-05-25,TJS_RUB,7.67396,True,0,0,1,0,1,78.02168217425815,49.159755849652605,13.839008803799207,True,good_now
2026-05-28,TJS_RUB,7.66334,True,0,0,0,1,1,64.07469909580927,167.09424350218052,0.0,False,
2026-05-29,TJS_RUB,7.71309,False,1,0,0,0,0,129.41014242469987,213.77943210827277,48.916841369671324,True,window_closing
2026-06-01,TJS_RUB,7.67536,True,0,0,0,0,0,71.0781387158699,263.9876175189171,8.520772967001173,False,
2026-06-02,TJS_RUB,7.73849,True,0,0,0,0,0,98.0642905051842,180.25480423183376,90.03048398330871,True,good_now
2026-06-10,TJS_RUB,7.66882,True,0,1,1,0,1,-8.520772967001173,87.20376798516534,0.0,True,good_now
2026-06-11,TJS_RUB,7.68128,True,0,0,1,0,1,16.2476104537594,111.61551199800105,0.0,False,
2026-06-12,TJS_RUB,7.71269,True,0,0,1,0,1,57.20567179826893,119.0764830428806,0.0,False,
2026-06-15,TJS_RUB,7.71269,True,0,0,1,0,1,57.20567179826893,225.3429088943027,0.0,True,good_now
2026-06-16,TJS_RUB,7.77533,False,1,0,0,0,0,138.88707780336492,142.96499312569358,21.38815973084119,False,
2026-06-17,TJS_RUB,7.7587,False,1,0,0,0,0,117.20186417206293,199.07974274040674,0.0,False,
2026-07-06,TJS_RUB,8.32002,False,0,1,0,0,1,214.19057031139636,-43.4494147850597,138.26889839206962,True,positive_market_fact
2026-07-08,TJS_RUB,8.20498,True,0,0,1,0,1,-132.65923377296326,96.14892418994252,0.0,False,
2026-07-09,TJS_RUB,8.23828,True,0,0,1,0,1,40.58510806851299,109.70129687265018,29.290094534295438,False,
2026-07-10,TJS_RUB,8.21415,True,0,0,1,0,1,11.176139369016418,224.5515360688568,0.0,True,good_now
2026-07-13,TJS_RUB,8.28387,True,0,0,0,0,0,96.14892418994252,223.41007282827906,5.661605022773273,False,
2026-07-14,TJS_RUB,8.27918,True,0,0,1,0,1,90.43288344395644,237.17324662587396,0.0,True,good_now
2026-07-27,TJS_RUB,8.42301,True,0,1,0,0,1,0.0,200.81894714597294,0.0,True,good_now
2026-07-28,TJS_RUB,8.43101,True,0,0,0,0,0,9.497792356890109,214.10839270739774,0.0,False,
2026-07-29,TJS_RUB,8.51268,False,1,0,0,0,0,106.45838008028,154.53417725087837,0.0,False,
2026-07-30,TJS_RUB,8.58517,False,1,0,0,0,0,192.52025107414107,144.65060097819716,0.0,False,
